Open,High,Low,Close,Volume,OpenInt
47.756,47.756,47.756,47.756,44.2,0
47.965,47.965,47.946000000000005,47.946000000000005,130.4,0
47.926,47.926,46.861000000000004,46.861000000000004,24.4,0
47.141999999999996,47.756,47.123999999999995,47.358999999999995,650.1,0
46.644,46.644,46.644,46.644,11.1,0
47.167,47.167,47.167,47.167,16.6,0
47.583999999999996,47.655,47.438,47.655,247.8,0
48.145,48.145,48.035,48.035,132.9,0
48.17100000000001,48.351000000000006,48.17100000000001,48.342,72.4,0
48.541000000000004,48.541000000000004,48.541000000000004,48.541000000000004,36.8,0
48.351000000000006,48.351000000000006,48.351000000000006,48.351000000000006,11.1,0
48.244,48.316,48.244,48.316,88.8,0
48.641000000000005,48.641000000000005,48.578,48.578,215.0,0
48.468999999999994,48.468999999999994,48.468999999999994,48.468999999999994,44.2,0
48.135,48.135,48.135,48.135,55.4,0
48.145,48.145,47.901,47.901,88.8,0
47.854,47.926,47.845,47.901,321.1,0
48.332,48.332,48.299,48.299,29.0,0
48.431999999999995,48.46,48.098,48.117,959.0,0
48.416000000000004,48.416000000000004,48.416000000000004,48.416000000000004,66.5,0
48.478,48.478,48.416000000000004,48.416000000000004,230.3,0
48.633,48.902,48.549,48.902,542.0,0
48.957,49.075,48.723,48.723,403.8,0
48.948,48.948,48.948,48.948,33.2,0
48.316,48.505,48.17100000000001,48.17100000000001,110.6,0
48.651,48.651,48.651,48.651,11.1,0
48.308,48.308,48.308,48.308,11.1,0
48.379,48.45,48.379,48.416000000000004,91.4,0
48.802,48.802,48.549,48.549,38.2,0
49.272,49.516000000000005,49.272,49.516000000000005,22.3,0
49.70399999999999,49.70399999999999,49.623000000000005,49.623000000000005,22.3,0
49.254,49.805,49.137,49.352,2791.1,0
49.426,49.426,48.776,48.948,108.1,0
48.108000000000004,48.424,48.035,48.424,353.9,0
48.505,48.595,48.505,48.595,132.9,0
49.327,49.327,48.84,48.84,139.5,0
49.607,49.77,49.578,49.696000000000005,3152.0,0
50.428999999999995,50.428999999999995,49.662,49.662,540.4,0
49.607,49.607,49.352,49.408,434.1,0
49.617,50.348,49.578,50.148999999999994,787.4,0
50.141000000000005,50.32899999999999,50.141000000000005,50.32899999999999,61.6,0
50.221000000000004,50.221000000000004,49.598,49.607,317.7,0
49.489,50.148999999999994,49.489,50.122,77.5,0
50.781000000000006,50.781000000000006,50.781000000000006,50.781000000000006,11.1,0
50.175,50.636,50.175,50.338,371.7,0
50.4,50.701,50.321000000000005,50.701,88.8,0
50.826,51.068999999999996,50.781000000000006,50.934,409.7,0
51.123999999999995,51.123999999999995,50.711000000000006,50.988,363.2,0
50.474,50.771,50.465,50.771,155.0,0
50.735,51.06,50.573,50.711000000000006,2864.0,0
50.799,51.295,50.753,51.223,2152.4,0
51.34,51.396,51.006,51.196999999999996,6354.8,0
51.323,51.522,51.043,51.068999999999996,5373.8,0
51.277,51.522,51.053000000000004,51.268,4421.2,0
51.494,51.711000000000006,51.31399999999999,51.477,3839.3,0
51.818999999999996,51.818999999999996,51.43,51.693000000000005,1262.3,0
51.538999999999994,51.818999999999996,50.711000000000006,50.979,7105.0,0
50.743,50.743,50.104,50.493,5533.4,0
50.573,50.573,49.92100000000001,49.92100000000001,2923.1,0
50.31100000000001,51.16,50.31100000000001,50.871,4162.3,0
50.428999999999995,50.583,50.141000000000005,50.583,1118.4,0
50.076,50.681000000000004,50.076,50.626000000000005,1459.3,0
50.257,50.257,49.888000000000005,49.888000000000005,299.0,0
50.31100000000001,50.31100000000001,49.352,49.578,627.0,0
50.032,50.032,50.032,50.032,13.4,0
49.075,49.092,48.928999999999995,49.056000000000004,199.3,0
49.137,49.553999999999995,49.137,49.553999999999995,33.2,0
49.672,49.958999999999996,49.56100000000001,49.958999999999996,327.7,0
49.191,49.191,48.948,49.092,166.1,0
49.128,49.254,49.128,49.254,22.3,0
49.352,49.352,49.352,49.352,110.6,0
49.941,49.941,49.85,49.85,55.4,0
50.013999999999996,50.321000000000005,49.733000000000004,49.733000000000004,144.1,0
48.878,48.878,47.34,47.34,103.3,0
47.533,47.625,47.222,47.625,81.3,0
47.733999999999995,47.917,47.57899999999999,47.817,153.0,0
48.365,48.365,48.145,48.293,267.9,0
48.87,48.87,48.512,48.512,145.1,0
48.53,48.53,48.53,48.53,11.0,0
48.933,49.007,48.74,48.961000000000006,246.6,0
48.06399999999999,48.192,48.06399999999999,48.192,87.5,0
49.032,49.032,49.032,49.032,11.0,0
49.847,49.856,49.446000000000005,49.626999999999995,139.4,0
49.84,49.84,49.418,49.708999999999996,120.2,0
50.443000000000005,50.451,50.443000000000005,50.451,21.9,0
49.885,49.885,49.885,49.885,11.0,0
50.809,50.809,50.809,50.809,26.0,0
51.06399999999999,51.156000000000006,50.982,50.982,164.7,0
51.156000000000006,51.387,51.156000000000006,51.229,163.9,0
51.239,51.239,51.229,51.229,73.5,0
51.505,51.505,51.458,51.458,150.7,0
51.42100000000001,51.659,51.42100000000001,51.576,120.2,0
51.387,51.428999999999995,51.193000000000005,51.193000000000005,106.8,0
51.43899999999999,51.448,51.093,51.093,81.5,0
51.22,51.239,51.22,51.239,36.7,0
51.02,51.02,51.0,51.0,37.2,0
51.11,51.11,51.11,51.11,11.0,0
51.093,51.093,50.99100000000001,50.99100000000001,63.4,0
51.468,51.576,51.468,51.485,41.5,0
52.181999999999995,52.181999999999995,51.595,51.614,87.5,0
51.576,51.623999999999995,51.477,51.477,103.0,0
51.376999999999995,51.396,51.303000000000004,51.396,52.6,0
51.75899999999999,51.75899999999999,51.75899999999999,51.75899999999999,11.0,0
51.933,51.998999999999995,51.293,51.348,320.1,0
51.586000000000006,51.586000000000006,51.586000000000006,51.586000000000006,11.8,0
51.266000000000005,51.266000000000005,51.148,51.156000000000006,161.8,0
51.33,51.338,51.156000000000006,51.156000000000006,704.3,0
51.038000000000004,51.038000000000004,50.726000000000006,50.726000000000006,144.4,0
50.826,50.826,50.71,50.71,76.6,0
50.63399999999999,50.63399999999999,50.63399999999999,50.63399999999999,11.0,0
51.202,51.239,51.01,51.129,87.5,0
51.696999999999996,51.696999999999996,51.211000000000006,51.211000000000006,39.2,0
50.352,50.352,50.196000000000005,50.352,54.7,0
50.443000000000005,50.506,50.443000000000005,50.498000000000005,85.2,0
50.113,50.113,50.023,50.023,76.6,0
50.544,50.67100000000001,50.544,50.67100000000001,39.2,0
51.239,51.595,51.038000000000004,51.43899999999999,131.1,0
51.769,51.769,51.769,51.769,11.0,0
52.153999999999996,52.446999999999996,52.153999999999996,52.328,192.7,0
52.437,52.437,52.263000000000005,52.263000000000005,87.5,0
52.41,52.483000000000004,52.382,52.428000000000004,76.6,0
52.428000000000004,52.601000000000006,52.428000000000004,52.601000000000006,153.0,0
53.159,53.169,53.115,53.151,228.0,0
53.078,53.078,53.078,53.078,11.0,0
53.122,53.196000000000005,53.122,53.196000000000005,32.7,0
53.49,54.111000000000004,53.49,53.93899999999999,87.5,0
53.43600000000001,53.507,53.316,53.507,65.7,0
53.417,53.526,53.297,53.397,120.2,0
53.371,53.371,53.371,53.371,14.6,0
53.033,53.033,53.033,53.033,88.9,0
53.233000000000004,53.233000000000004,53.233000000000004,53.233000000000004,11.0,0
52.913000000000004,52.913000000000004,52.913000000000004,52.913000000000004,18.5,0
53.106,53.106,53.106,53.106,29.9,0
53.196000000000005,53.196000000000005,52.731,52.831,295.1,0
53.407,53.407,52.263000000000005,52.272,32.7,0
52.181999999999995,52.463,52.181999999999995,52.391000000000005,173.5,0
52.886,53.39,52.886,53.39,131.1,0
53.333999999999996,53.736000000000004,53.333999999999996,53.653999999999996,393.3,0
53.775,54.13,53.681000000000004,54.13,189.3,0
54.02,54.038999999999994,53.856,53.873000000000005,62.2,0
54.085,54.165,54.085,54.148,43.6,0
54.77,54.77,54.641999999999996,54.744,979.1,0
54.761,54.761,54.761,54.761,21.9,0
55.218999999999994,55.218999999999994,55.082,55.208999999999996,43.6,0
55.666000000000004,55.666000000000004,55.666000000000004,55.666000000000004,11.0,0
56.162,56.162,54.917,55.236999999999995,269.5,0
55.411,55.448,55.292,55.448,175.9,0
55.538000000000004,55.538000000000004,55.538000000000004,55.538000000000004,11.0,0
56.675,56.675,55.538000000000004,55.568000000000005,94.4,0
55.622,55.622,55.622,55.622,19.1,0
54.898,54.898,54.898,54.898,46.4,0
55.504,55.603,55.448,55.603,185.7,0
54.908,55.558,54.908,55.558,62.4,0
56.536,56.536,54.67,55.155,352.0,0
55.236999999999995,55.236999999999995,55.236999999999995,55.236999999999995,11.0,0
55.813,55.813,55.43899999999999,55.613,159.9,0
55.951,55.951,55.466,55.466,231.9,0
55.411,55.411,55.228,55.228,43.6,0
55.071999999999996,55.071999999999996,55.062,55.062,104.5,0
56.463,56.873999999999995,56.298,56.873999999999995,543.9,0
57.269,57.552,55.797,55.797,834.9,0
55.96,57.03,55.96,57.03,21.9,0
55.858000000000004,56.993,55.666000000000004,55.915,218.9,0
57.141000000000005,57.405,57.141000000000005,57.405,221.8,0
56.188,57.305,56.188,56.501000000000005,438.2,0
57.332,57.332,56.501000000000005,57.222,711.1,0
58.273999999999994,58.273999999999994,57.295,57.295,186.0,0
58.593999999999994,58.593999999999994,57.205,57.205,544.6,0
57.215,57.248999999999995,57.001999999999995,57.001999999999995,699.9,0
56.993,57.507,56.93899999999999,57.498000000000005,132.5,0
57.278,57.964,57.278,57.964,109.2,0
58.284,58.603,58.284,58.44,57.2,0
58.46,60.004,56.812,57.24,2104.7,0
57.187,59.007,57.187,58.356,2492.9,0
58.313,58.678000000000004,57.917,58.385,436.1,0
58.42100000000001,58.523,58.375,58.375,103.5,0
58.229,58.678000000000004,57.983000000000004,58.678000000000004,147.6,0
58.917,59.354,58.917,59.299,313.0,0
59.161,60.47,59.016000000000005,59.016000000000005,560.9,0
59.18,59.218,57.917,58.933,1383.5,0
57.644,57.644,56.098,56.272,985.6,0
56.544,56.591,56.472,56.472,368.2,0
56.001000000000005,56.875,56.001000000000005,56.803000000000004,198.0,0
56.968,57.042,56.968,57.042,129.7,0
57.943000000000005,57.943000000000005,56.655,57.143,982.0,0
57.162,57.162,57.162,57.162,36.3,0
57.153,57.243,55.772,56.986999999999995,327.7,0
55.881,57.068999999999996,55.441,56.342,429.1,0
54.916000000000004,57.088,54.437,54.76,646.7,0
55.45,57.365,55.45,56.601000000000006,1003.8,0
56.636,56.958999999999996,56.49,56.675,985.7,0
56.315,56.875,55.394,56.831,519.7,0
56.783,56.922,56.675,56.71,350.6,0
56.553000000000004,56.849,56.48,56.821000000000005,309.7,0
57.023,57.233000000000004,56.968,57.233000000000004,840.2,0
56.544,57.17,56.50899999999999,56.526,1923.9,0
56.278,57.19,56.278,57.162,246.3,0
57.494,57.494,57.224,57.224,134.6,0
57.114,57.299,57.097,57.299,344.9,0
57.208,57.336000000000006,57.19,57.19,252.3,0
57.622,57.667,57.243,57.299,216.9,0
57.365,57.538999999999994,57.365,57.512,230.6,0
56.168,56.986999999999995,56.168,56.813,263.9,0
56.176,56.176,55.551,55.551,865.7,0
56.103,56.103,55.22,55.238,366.4,0
55.238,55.238,55.22,55.22,60.8,0
55.571000000000005,55.571000000000005,55.016999999999996,55.071999999999996,581.1,0
55.707,55.707,55.541000000000004,55.541000000000004,78.9,0
55.522,55.522,54.861000000000004,55.385,111.6,0
55.66,57.998999999999995,53.977,53.986000000000004,652.4,0
54.511,54.511,54.428000000000004,54.428000000000004,158.5,0
55.348,55.801,55.33,55.762,208.5,0
56.29600000000001,56.29600000000001,55.863,55.863,32.4,0
56.50899999999999,56.581,56.472,56.48,69.5,0
56.813,56.813,56.626999999999995,56.626999999999995,62.8,0
56.535,56.831,56.535,56.831,113.1,0
57.06,57.233000000000004,56.601000000000006,57.233000000000004,107.3,0
57.382,57.42,57.291000000000004,57.42,113.9,0
56.72,57.291000000000004,56.72,56.931000000000004,295.3,0
56.783,56.803000000000004,56.783,56.803000000000004,81.1,0
57.428999999999995,57.428999999999995,57.428999999999995,57.428999999999995,33.5,0
57.162,57.751000000000005,57.162,57.751000000000005,54.6,0
57.464,57.474,57.464,57.474,53.8,0
57.777,57.777,57.318000000000005,57.345,479.7,0
57.732,57.76,57.713,57.76,138.3,0
58.118,58.118,58.101000000000006,58.118,118.9,0
57.318000000000005,57.355,57.162,57.162,293.7,0
58.062,58.062,58.045,58.045,79.6,0
58.062,59.481,58.008,58.071999999999996,516.2,0
58.441,58.441,58.412,58.412,218.6,0
58.34,58.34,58.313,58.313,48.6,0
57.76,57.982,57.76,57.953,44.6,0
57.575,57.575,57.575,57.575,48.7,0
57.512,57.512,57.512,57.512,34.0,0
57.676,57.676,57.365,57.365,71.2,0
56.665,56.665,56.665,56.665,21.3,0
57.263000000000005,57.263000000000005,57.19,57.233000000000004,49.5,0
57.282,57.501999999999995,57.282,57.501999999999995,110.3,0
57.391000000000005,57.887,57.162,57.162,154.6,0
56.995,56.995,56.995,56.995,23.1,0
57.309,57.309,57.162,57.18,169.9,0
57.18,57.18,57.18,57.18,10.9,0
57.282,57.318000000000005,57.282,57.318000000000005,104.1,0
57.566,57.622,57.538999999999994,57.622,194.4,0
58.126999999999995,58.126999999999995,58.126999999999995,58.126999999999995,72.5,0
58.118,58.303000000000004,58.118,58.303000000000004,46.3,0
58.772,58.772,58.772,58.772,32.4,0
57.53,57.53,57.474,57.474,50.8,0
57.786,57.786,57.566,57.566,151.9,0
57.208,57.208,56.903,56.903,208.7,0
57.143,57.143,57.143,57.143,27.3,0
57.676,57.843,57.676,57.786,90.7,0
58.082,58.184,58.082,58.184,72.1,0
58.367,58.367,58.263999999999996,58.349,75.4,0
58.136,58.136,58.136,58.136,43.4,0
58.082,58.082,57.872,57.872,68.6,0
58.052,58.256,58.027,58.092,252.7,0
58.468,58.468,58.422,58.422,88.2,0
58.313,58.34,58.303000000000004,58.303000000000004,453.3,0
58.515,58.57,58.431000000000004,58.56,118.2,0
58.441,58.515,58.386,58.505,134.9,0
58.515,58.515,58.477,58.477,63.9,0
58.533,58.533,58.052,58.349,245.4,0
58.376000000000005,58.706,58.376000000000005,58.376000000000005,81.5,0
58.349,58.349,58.247,58.34,93.2,0
58.781000000000006,58.891999999999996,58.781000000000006,58.891999999999996,125.6,0
59.03,59.056999999999995,58.983999999999995,59.048,138.6,0
58.505,58.505,58.461000000000006,58.505,152.2,0
58.882,58.882,58.533,58.652,182.0,0
58.873000000000005,58.873000000000005,58.552,58.552,56.1,0
58.691,58.716,58.691,58.706,264.8,0
58.901,58.93600000000001,58.901,58.93600000000001,190.9,0
59.371,59.371,59.371,59.371,18.6,0
59.693000000000005,59.756,59.683,59.756,125.6,0
59.803000000000004,59.848,59.747,59.821999999999996,159.2,0
59.784,59.83,59.784,59.83,312.6,0
59.903,59.903,59.896,59.896,132.2,0
60.93600000000001,60.943000000000005,60.833,60.833,127.9,0
61.349,61.349,60.521,60.657,99.0,0
60.853,60.853,60.566,60.566,173.9,0
60.373999999999995,60.373999999999995,60.336999999999996,60.336999999999996,182.8,0
60.123000000000005,60.143,60.043,60.133,416.5,0
60.227,60.263999999999996,60.227,60.263999999999996,190.9,0
60.282,60.648999999999994,60.163000000000004,60.235,274.9,0
60.272,60.383,60.18,60.373999999999995,244.3,0
60.373999999999995,60.373999999999995,60.373999999999995,60.373999999999995,38.4,0
61.055,61.063,60.99100000000001,61.016000000000005,253.8,0
60.93600000000001,60.998999999999995,60.93600000000001,60.998999999999995,59.9,0
60.766999999999996,60.961999999999996,60.758,60.952,357.9,0
60.831,60.981,60.57,60.57,166.4,0
60.637,60.637,60.637,60.637,13.8,0
60.486999999999995,60.784,60.42100000000001,60.784,99.6,0
60.821999999999996,60.961999999999996,60.821999999999996,60.916000000000004,33926.1,0
61.016999999999996,61.065,60.851000000000006,61.037,32822.4,0
61.167,61.513000000000005,61.167,61.503,302.7,0
61.503,61.503,61.503,61.503,10.8,0
61.895,62.324,61.662,61.736999999999995,347.2,0
61.736999999999995,61.747,61.596000000000004,61.625,487.1,0
61.103,61.176,61.103,61.111999999999995,3997.0,0
61.138999999999996,61.765,61.085,61.196000000000005,193.4,0
63.023999999999994,63.023999999999994,60.869,61.905,369.4,0
60.793,61.027,58.443999999999996,58.443999999999996,668.9,0
61.176,61.345,61.176,61.233999999999995,126.6,0
61.457,61.457,61.159,61.196000000000005,249.9,0
61.438,61.523,61.363,61.523,564.2,0
61.065,61.075,60.748999999999995,60.748999999999995,271.4,0
60.998999999999995,61.148999999999994,60.998999999999995,61.103,131.6,0
61.085,61.363,61.047,61.24100000000001,244.7,0
61.747,61.747,61.541000000000004,61.615,142.1,0
61.717,61.717,61.717,61.717,39.5,0
61.905,61.905,61.747,61.793,251.0,0
61.438,61.523,61.438,61.523,174.7,0
62.101000000000006,62.101000000000006,61.373000000000005,61.503,244.4,0
61.483999999999995,61.483999999999995,61.483999999999995,61.483999999999995,96.8,0
61.111999999999995,61.111999999999995,61.027,61.103,305.1,0
60.299,60.299,60.282,60.282,73.3,0
59.684,59.684,59.684,59.684,65.4,0
59.946000000000005,59.982,59.937,59.982,131.6,0
59.964,60.729,59.489,60.729,360.6,0
59.507,59.918,59.507,59.523999999999994,171.3,0
59.703,59.703,59.003,59.003,482.5,0
58.863,59.468999999999994,57.847,59.135,233.7,0
59.637,59.637,59.637,59.637,29.1,0
59.56399999999999,59.637,59.301,59.422,529.3,0
59.89,60.131,59.656000000000006,59.992,973.5,0
59.955,59.955,59.723,59.89,126.1,0
60.879,60.879,60.879,60.879,23.9,0
60.626999999999995,61.159,60.626999999999995,61.159,338.4,0
61.119,61.119,60.672,60.672,27.3,0
61.457,61.503,61.075,61.43,190.6,0
60.952,60.952,60.952,60.952,54.9,0
61.69,61.69,61.67100000000001,61.67100000000001,64.2,0
60.831,60.841,60.831,60.841,58.6,0
61.335,61.438,61.148999999999994,61.148999999999994,81.4,0
61.382,61.382,61.382,61.382,76.2,0
61.559,61.559,61.288999999999994,61.335,446.0,0
61.662,61.662,61.42,61.42,78.6,0
61.18600000000001,61.317,60.93600000000001,61.317,203.1,0
61.119,61.119,60.972,60.972,335.4,0
61.111999999999995,61.167,60.916000000000004,61.129,224.6,0
61.047,61.047,61.008,61.008,58.1,0
60.869,60.869,60.617,60.617,111.3,0
60.608000000000004,60.608000000000004,60.338,60.542,224.2,0
60.841,61.093999999999994,60.841,60.916000000000004,486.4,0
61.288999999999994,61.288999999999994,60.952,60.952,234.7,0
60.533,60.637,60.385,60.608000000000004,822.4,0
60.02,60.328,59.851000000000006,60.291000000000004,145.3,0
60.272,60.617,60.226000000000006,60.58,335.2,0
59.843,59.898999999999994,59.843,59.898999999999994,111.0,0
59.618,59.972,59.618,59.972,101.8,0
59.871,59.871,58.901,59.723,328.3,0
59.077,59.574,59.077,59.574,130.8,0
58.808,58.808,58.808,58.808,62.3,0
56.662,58.257,56.662,58.09,404.5,0
58.611000000000004,58.611000000000004,58.611000000000004,58.611000000000004,101.2,0
58.808,59.376999999999995,58.808,59.376999999999995,224.7,0
58.556999999999995,58.556999999999995,58.556999999999995,58.556999999999995,39.6,0
58.556999999999995,58.901,58.415,58.631,344.0,0
57.437,57.437,57.045,57.045,144.5,0
57.493,57.493,56.531000000000006,56.923,245.9,0
56.708,56.708,53.34,53.34,99.4,0
55.7,56.242,54.302,56.242,140.2,0
56.961000000000006,57.091,56.428000000000004,56.428000000000004,91.3,0
56.98,56.98,56.98,56.98,17.6,0
57.613,58.126000000000005,55.934,57.81,1035.1,0
57.876000000000005,57.876000000000005,57.641999999999996,57.641999999999996,120.9,0
58.35,58.565,58.31399999999999,58.489,181.9,0
58.48,58.742,58.48,58.713,119.2,0
58.005,58.601000000000006,58.005,58.247,323.7,0
59.33,59.368,58.901,59.368,60.5,0
59.208999999999996,59.368,59.208999999999996,59.368,42.5,0
59.918,60.385,59.918,60.385,340.4,0
60.365,60.365,60.365,60.365,46.5,0
60.093999999999994,60.121,59.89,60.121,110.0,0
60.43899999999999,60.43899999999999,59.748999999999995,60.114,111.5,0
60.458,60.458,60.254,60.375,57.9,0
60.346000000000004,60.346000000000004,60.233999999999995,60.233999999999995,54.0,0
60.468,60.468,60.233999999999995,60.375,131.3,0
60.385,60.385,60.365,60.365,30.8,0
60.758,60.758,60.403999999999996,60.448,367.1,0
60.505,60.505,60.505,60.505,66.1,0
60.681999999999995,60.961999999999996,60.653999999999996,60.692,368.8,0
60.216,60.57,60.216,60.57,231.6,0
60.496,60.496,60.496,60.496,49.4,0
61.382,61.391000000000005,61.159,61.159,128.1,0
61.363,61.411,61.28,61.28,390.2,0
61.474,62.035,61.345,61.483999999999995,1065.6,0
61.596000000000004,61.606,61.474,61.474,67.9,0
60.821999999999996,61.345,60.681999999999995,61.335,6988.2,0
61.448,61.69,61.391000000000005,61.69,844.5,0
61.503,62.026,61.503,62.026,249.4,0
61.998000000000005,61.998000000000005,61.858000000000004,61.858000000000004,72.2,0
61.931999999999995,61.951,61.644,61.67100000000001,108.9,0
61.513000000000005,61.699,61.288999999999994,61.67100000000001,317.3,0
61.093999999999994,62.053999999999995,60.43,61.82,632.6,0
61.119,61.298,60.318000000000005,61.148999999999994,1073.9,0
60.412,61.717,59.851000000000006,60.394,280.6,0
59.898999999999994,59.908,58.93600000000001,58.93600000000001,141.1,0
58.799,58.808,58.537,58.78,233.7,0
58.956,59.61,58.023999999999994,58.975,1214.4,0
58.76,60.263999999999996,58.76,59.955,273.8,0
60.851000000000006,60.851000000000006,60.851000000000006,60.851000000000006,48.7,0
61.326,61.543,61.119,61.543,273.5,0
61.6,61.985,60.378,61.797,2341.3,0
61.928999999999995,62.278,61.6,62.278,1691.0,0
61.958,62.07,61.552,62.07,286.9,0
61.985,61.995,61.007,61.995,193.4,0
61.816,62.202,61.751999999999995,61.788000000000004,816.3,0
61.825,63.143,60.228,61.797,708.1,0
61.816,61.873000000000005,60.34,61.102,736.2,0
61.083999999999996,61.083999999999996,61.083999999999996,61.083999999999996,56.9,0
60.527,60.527,59.54,59.821999999999996,283.9,0
60.31100000000001,60.31100000000001,58.75899999999999,59.606,766.9,0
59.522,60.132,59.522,59.992,432.8,0
60.82899999999999,61.206,60.321000000000005,61.093,1519.6,0
60.273999999999994,60.781000000000006,60.152,60.781000000000006,516.0,0
